"";"sampling_date";"sample_source";"timing";"analysis";"mean";"sd"
"685";20210901;"BODAC_2_effluent";"before_backwash";"nitrite";NA;NA
"686";20210908;"BODAC_2_effluent";"after_backwash";"nitrite";NA;NA
"687";20210908;"BODAC_2_effluent";"before_backwash";"nitrite";NA;NA
"688";20190911;"UF_permeate";"after_backwash";"nitrite";0,2;0,01
"689";20190911;"UF_permeate";"before_backwash";"nitrite";0,21;0,01
"690";20191212;"UF_permeate";"after_backwash";"nitrite";0,14;0
"691";20191212;"UF_permeate";"before_backwash";"nitrite";0,16;0
"692";20200304;"UF_permeate";"after_backwash";"nitrite";0,26;0
"693";20200304;"UF_permeate";"before_backwash";"nitrite";0,3;0,01
"694";20200625;"UF_permeate";"after_backwash";"nitrite";0,68;0,01
"695";20200625;"UF_permeate";"before_backwash";"nitrite";1,54;0
"696";20200915;"UF_permeate";"after_backwash";"nitrite";0,31;0,27
"697";20200915;"UF_permeate";"before_backwash";"nitrite";0,65;0
"698";20201214;"UF_permeate";"after_backwash";"nitrite";0,9;0
"699";20201214;"UF_permeate";"before_backwash";"nitrite";2,28;0,01
"700";20210317;"UF_permeate";"after_backwash";"nitrite";0,05;0
"701";20210317;"UF_permeate";"before_backwash";"nitrite";0,07;0
"702";20210325;"UF_permeate";"before_backwash";"nitrite";0,14;NA
"703";20210616;"UF_permeate";"after_backwash";"nitrite";0,53;0,01
"704";20210616;"UF_permeate";"before_backwash";"nitrite";3,36;0,11
"705";20210901;"UF_permeate";"after_backwash";"nitrite";0,45;0
"706";20210901;"UF_permeate";"before_backwash";"nitrite";0,45;0
"707";20210908;"UF_permeate";"after_backwash";"nitrite";0,4;0
"708";20210908;"UF_permeate";"before_backwash";"nitrite";0,71;0
"709";20190911;"BODAC_1_effluent";"after_backwash";"nitrate";3,56;0,1
"710";20190911;"BODAC_1_effluent";"before_backwash";"nitrate";3,66;0,08
"711";20191212;"BODAC_1_effluent";"after_backwash";"nitrate";5,87;0,01
"712";20191212;"BODAC_1_effluent";"before_backwash";"nitrate";6,5;0,08
"713";20200304;"BODAC_1_effluent";"after_backwash";"nitrate";5,89;0,07
"714";20200304;"BODAC_1_effluent";"before_backwash";"nitrate";7,35;0,05
"715";20200625;"BODAC_1_effluent";"after_backwash";"nitrate";4,68;0,03
"716";20200625;"BODAC_1_effluent";"before_backwash";"nitrate";4,08;0,05
"717";20200915;"BODAC_1_effluent";"after_backwash";"nitrate";4,7;0,01
"718";20200915;"BODAC_1_effluent";"before_backwash";"nitrate";4,93;0,01
"719";20201214;"BODAC_1_effluent";"after_backwash";"nitrate";6,76;0,05
"720";20201214;"BODAC_1_effluent";"before_backwash";"nitrate";7,03;0,08
"721";20210317;"BODAC_1_effluent";"after_backwash";"nitrate";15,24;4,31
"722";20210317;"BODAC_1_effluent";"before_backwash";"nitrate";17,05;5,91
"723";20210325;"BODAC_1_effluent";"before_backwash";"nitrate";21,34;0,16
"724";20210616;"BODAC_1_effluent";"after_backwash";"nitrate";3,77;0
"725";20210616;"BODAC_1_effluent";"before_backwash";"nitrate";12,36;0,08
"726";20210901;"BODAC_1_effluent";"after_backwash";"nitrate";2,29;0,02
"727";20210901;"BODAC_1_effluent";"before_backwash";"nitrate";2,26;0,03
"728";20210908;"BODAC_1_effluent";"after_backwash";"nitrate";5,23;0,02
"729";20210908;"BODAC_1_effluent";"before_backwash";"nitrate";5,44;0,13
"730";20190911;"BODAC_2_effluent";"after_backwash";"nitrate";4,15;0,1
"731";20190911;"BODAC_2_effluent";"before_backwash";"nitrate";3,89;0,15
"732";20191212;"BODAC_2_effluent";"after_backwash";"nitrate";6,57;0,04
"733";20191212;"BODAC_2_effluent";"before_backwash";"nitrate";6,6;0,01
"734";20200304;"BODAC_2_effluent";"after_backwash";"nitrate";7,15;0,03
"735";20200304;"BODAC_2_effluent";"before_backwash";"nitrate";6,91;0,16
"736";20200625;"BODAC_2_effluent";"after_backwash";"nitrate";4,73;0,03
"737";20200625;"BODAC_2_effluent";"before_backwash";"nitrate";4,31;0,01
"738";20200915;"BODAC_2_effluent";"after_backwash";"nitrate";4,92;0,01
"739";20200915;"BODAC_2_effluent";"before_backwash";"nitrate";6,35;0,01
"740";20201214;"BODAC_2_effluent";"after_backwash";"nitrate";7,86;0,08
"741";20201214;"BODAC_2_effluent";"before_backwash";"nitrate";7,67;0,02
"742";20210317;"BODAC_2_effluent";"after_backwash";"nitrate";11,17;5,29
"743";20210317;"BODAC_2_effluent";"before_backwash";"nitrate";10,27;0,86
"744";20210325;"BODAC_2_effluent";"before_backwash";"nitrate";13,15;0,08
"745";20210616;"BODAC_2_effluent";"after_backwash";"nitrate";6,58;0,01
"746";20210616;"BODAC_2_effluent";"before_backwash";"nitrate";11,63;0
"747";20210901;"BODAC_2_effluent";"after_backwash";"nitrate";2,18;0,03
"748";20210901;"BODAC_2_effluent";"before_backwash";"nitrate";2,17;0,01
"749";20210908;"BODAC_2_effluent";"after_backwash";"nitrate";5,55;0,06
"750";20210908;"BODAC_2_effluent";"before_backwash";"nitrate";5,46;0
"751";20190911;"UF_permeate";"after_backwash";"nitrate";2,9;0,02
"752";20190911;"UF_permeate";"before_backwash";"nitrate";2,87;0,02
"753";20191212;"UF_permeate";"after_backwash";"nitrate";4,27;0,02
"754";20191212;"UF_permeate";"before_backwash";"nitrate";4,23;0,02
"755";20200304;"UF_permeate";"after_backwash";"nitrate";3,51;0,1
"756";20200304;"UF_permeate";"before_backwash";"nitrate";3,01;0,25
"757";20200625;"UF_permeate";"after_backwash";"nitrate";2,84;0,05
"758";20200625;"UF_permeate";"before_backwash";"nitrate";1,58;0,01
"759";20200915;"UF_permeate";"after_backwash";"nitrate";2,79;0,03
"760";20200915;"UF_permeate";"before_backwash";"nitrate";3,69;0,01
"761";20201214;"UF_permeate";"after_backwash";"nitrate";5,57;0,02
"762";20201214;"UF_permeate";"before_backwash";"nitrate";2,74;0,01
"763";20210317;"UF_permeate";"after_backwash";"nitrate";6,02;1,8
"764";20210317;"UF_permeate";"before_backwash";"nitrate";4,31;1,62
"765";20210325;"UF_permeate";"before_backwash";"nitrate";5,05;0,06
"766";20210616;"UF_permeate";"after_backwash";"nitrate";4,1;0,01
"767";20210616;"UF_permeate";"before_backwash";"nitrate";3,86;0,02
"768";20210901;"UF_permeate";"after_backwash";"nitrate";1,3;0
"769";20210901;"UF_permeate";"before_backwash";"nitrate";1,27;0,01
"770";20210908;"UF_permeate";"after_backwash";"nitrate";3,88;0
"771";20210908;"UF_permeate";"before_backwash";"nitrate";3,3;0
"772";20190911;"BODAC_1_effluent";"after_backwash";"total_phosphorus";NA;NA
"773";20190911;"BODAC_1_effluent";"before_backwash";"total_phosphorus";NA;NA
"774";20191212;"BODAC_1_effluent";"after_backwash";"total_phosphorus";0,14;0
"775";20191212;"BODAC_1_effluent";"before_backwash";"total_phosphorus";0,14;0
"776";20200304;"BODAC_1_effluent";"after_backwash";"total_phosphorus";0,26;0
"777";20200304;"BODAC_1_effluent";"before_backwash";"total_phosphorus";0,24;0,02
"778";20200625;"BODAC_1_effluent";"after_backwash";"total_phosphorus";0,25;0
"779";20200625;"BODAC_1_effluent";"before_backwash";"total_phosphorus";0,25;0
"780";20200915;"BODAC_1_effluent";"after_backwash";"total_phosphorus";0,52;0,01
"781";20200915;"BODAC_1_effluent";"before_backwash";"total_phosphorus";0,52;0
"782";20201214;"BODAC_1_effluent";"after_backwash";"total_phosphorus";0,2;0
"783";20201214;"BODAC_1_effluent";"before_backwash";"total_phosphorus";0,21;0
"784";20210317;"BODAC_1_effluent";"after_backwash";"total_phosphorus";0,17;0
"785";20210317;"BODAC_1_effluent";"before_backwash";"total_phosphorus";0,17;0
"786";20210325;"BODAC_1_effluent";"before_backwash";"total_phosphorus";0,17;0,01
"787";20210616;"BODAC_1_effluent";"after_backwash";"total_phosphorus";0,12;0,01
"788";20210616;"BODAC_1_effluent";"before_backwash";"total_phosphorus";0,15;0
"789";20210901;"BODAC_1_effluent";"after_backwash";"total_phosphorus";0,07;0
"790";20210901;"BODAC_1_effluent";"before_backwash";"total_phosphorus";0,06;0
"791";20210908;"BODAC_1_effluent";"after_backwash";"total_phosphorus";0,04;0
"792";20210908;"BODAC_1_effluent";"before_backwash";"total_phosphorus";0,05;0
"793";20190911;"BODAC_2_effluent";"after_backwash";"total_phosphorus";NA;NA
"794";20190911;"BODAC_2_effluent";"before_backwash";"total_phosphorus";NA;NA
"795";20191212;"BODAC_2_effluent";"after_backwash";"total_phosphorus";0,13;0
"796";20191212;"BODAC_2_effluent";"before_backwash";"total_phosphorus";0,13;0
"797";20200304;"BODAC_2_effluent";"after_backwash";"total_phosphorus";0,31;0
"798";20200304;"BODAC_2_effluent";"before_backwash";"total_phosphorus";0,31;0
"799";20200625;"BODAC_2_effluent";"after_backwash";"total_phosphorus";0,27;0
"800";20200625;"BODAC_2_effluent";"before_backwash";"total_phosphorus";0,26;0
"801";20200915;"BODAC_2_effluent";"after_backwash";"total_phosphorus";0,44;0,01
"802";20200915;"BODAC_2_effluent";"before_backwash";"total_phosphorus";0,43;0,01
"803";20201214;"BODAC_2_effluent";"after_backwash";"total_phosphorus";0,25;0
"804";20201214;"BODAC_2_effluent";"before_backwash";"total_phosphorus";0,28;0,01
"805";20210317;"BODAC_2_effluent";"after_backwash";"total_phosphorus";0,2;0
"806";20210317;"BODAC_2_effluent";"before_backwash";"total_phosphorus";0,21;0
"807";20210325;"BODAC_2_effluent";"before_backwash";"total_phosphorus";0,18;0
"808";20210616;"BODAC_2_effluent";"after_backwash";"total_phosphorus";0,12;0
"809";20210616;"BODAC_2_effluent";"before_backwash";"total_phosphorus";0,11;0
"810";20210901;"BODAC_2_effluent";"after_backwash";"total_phosphorus";0,07;0
"811";20210901;"BODAC_2_effluent";"before_backwash";"total_phosphorus";0,06;0
"812";20210908;"BODAC_2_effluent";"after_backwash";"total_phosphorus";0,03;0
"813";20210908;"BODAC_2_effluent";"before_backwash";"total_phosphorus";0,03;0
"814";20190911;"UF_permeate";"after_backwash";"total_phosphorus";NA;NA
"815";20190911;"UF_permeate";"before_backwash";"total_phosphorus";NA;NA
"816";20191212;"UF_permeate";"after_backwash";"total_phosphorus";0,2;0,01
"817";20191212;"UF_permeate";"before_backwash";"total_phosphorus";0,18;0
"818";20200304;"UF_permeate";"after_backwash";"total_phosphorus";0,22;0
"819";20200304;"UF_permeate";"before_backwash";"total_phosphorus";0,21;0
"820";20200625;"UF_permeate";"after_backwash";"total_phosphorus";0,36;0,02
"821";20200625;"UF_permeate";"before_backwash";"total_phosphorus";0,18;0
"822";20200915;"UF_permeate";"after_backwash";"total_phosphorus";0,52;0
"823";20200915;"UF_permeate";"before_backwash";"total_phosphorus";0,56;0
"824";20201214;"UF_permeate";"after_backwash";"total_phosphorus";0,24;0
"825";20201214;"UF_permeate";"before_backwash";"total_phosphorus";0,2;0
"826";20210317;"UF_permeate";"after_backwash";"total_phosphorus";0,15;0
"827";20210317;"UF_permeate";"before_backwash";"total_phosphorus";0,15;0,01
"828";20210325;"UF_permeate";"before_backwash";"total_phosphorus";0,19;0
"829";20210616;"UF_permeate";"after_backwash";"total_phosphorus";0,1;0
"830";20210616;"UF_permeate";"before_backwash";"total_phosphorus";0,34;0,03
"831";20210901;"UF_permeate";"after_backwash";"total_phosphorus";0,07;0
"832";20210901;"UF_permeate";"before_backwash";"total_phosphorus";0,09;0
"833";20210908;"UF_permeate";"after_backwash";"total_phosphorus";0,05;0
"834";20210908;"UF_permeate";"before_backwash";"total_phosphorus";0,06;0
"835";20190911;"BODAC_1_effluent";"after_backwash";"phosphate";0,18;0
"836";20190911;"BODAC_1_effluent";"before_backwash";"phosphate";0,16;0,04
"837";20191212;"BODAC_1_effluent";"after_backwash";"phosphate";0,05;0,01
"838";20191212;"BODAC_1_effluent";"before_backwash";"phosphate";0,04;0
"839";20200304;"BODAC_1_effluent";"after_backwash";"phosphate";0,16;0,01
"840";20200304;"BODAC_1_effluent";"before_backwash";"phosphate";0,15;0
"841";20200625;"BODAC_1_effluent";"after_backwash";"phosphate";0,17;0,01
"842";20200625;"BODAC_1_effluent";"before_backwash";"phosphate";0,15;0
"843";20200915;"BODAC_1_effluent";"after_backwash";"phosphate";0,35;0,03
"844";20200915;"BODAC_1_effluent";"before_backwash";"phosphate";0,35;0,03
"845";20201214;"BODAC_1_effluent";"after_backwash";"phosphate";0,11;0,01
"846";20201214;"BODAC_1_effluent";"before_backwash";"phosphate";0,08;0
"847";20210317;"BODAC_1_effluent";"after_backwash";"phosphate";0,07;0
"848";20210317;"BODAC_1_effluent";"before_backwash";"phosphate";0,18;0,15
"849";20210325;"BODAC_1_effluent";"before_backwash";"phosphate";0,07;0,02
"850";20210616;"BODAC_1_effluent";"after_backwash";"phosphate";0,84;0,05
"851";20210616;"BODAC_1_effluent";"before_backwash";"phosphate";0,8;0,04
"852";20210901;"BODAC_1_effluent";"after_backwash";"phosphate";0,05;0
"853";20210901;"BODAC_1_effluent";"before_backwash";"phosphate";0,04;0
"854";20210908;"BODAC_1_effluent";"after_backwash";"phosphate";0,1;0
"855";20210908;"BODAC_1_effluent";"before_backwash";"phosphate";0,09;0
"856";20190911;"BODAC_2_effluent";"after_backwash";"phosphate";0,14;NA
"857";20190911;"BODAC_2_effluent";"before_backwash";"phosphate";0,12;0,02
"858";20191212;"BODAC_2_effluent";"after_backwash";"phosphate";0,05;0
"859";20191212;"BODAC_2_effluent";"before_backwash";"phosphate";0,04;0
"860";20200304;"BODAC_2_effluent";"after_backwash";"phosphate";0,21;0,02
"861";20200304;"BODAC_2_effluent";"before_backwash";"phosphate";0,21;0
"862";20200625;"BODAC_2_effluent";"after_backwash";"phosphate";0,21;0,01
"863";20200625;"BODAC_2_effluent";"before_backwash";"phosphate";0,2;0
"864";20200915;"BODAC_2_effluent";"after_backwash";"phosphate";0,3;0,03
"865";20200915;"BODAC_2_effluent";"before_backwash";"phosphate";0,29;0,02
"866";20201214;"BODAC_2_effluent";"after_backwash";"phosphate";0,16;0,01
"867";20201214;"BODAC_2_effluent";"before_backwash";"phosphate";0,18;0
"868";20210317;"BODAC_2_effluent";"after_backwash";"phosphate";0,1;0
"869";20210317;"BODAC_2_effluent";"before_backwash";"phosphate";0,12;0
"870";20210325;"BODAC_2_effluent";"before_backwash";"phosphate";0,07;0,02
"871";20210616;"BODAC_2_effluent";"after_backwash";"phosphate";0,76;0,03
"872";20210616;"BODAC_2_effluent";"before_backwash";"phosphate";0,6;0,06
"873";20210901;"BODAC_2_effluent";"after_backwash";"phosphate";0,05;0
"874";20210901;"BODAC_2_effluent";"before_backwash";"phosphate";0,05;0
"875";20210908;"BODAC_2_effluent";"after_backwash";"phosphate";0,06;0
"876";20210908;"BODAC_2_effluent";"before_backwash";"phosphate";0,06;0
"877";20190911;"UF_permeate";"after_backwash";"phosphate";0,18;0,02
"878";20190911;"UF_permeate";"before_backwash";"phosphate";0,23;0
"879";20191212;"UF_permeate";"after_backwash";"phosphate";0,07;0
"880";20191212;"UF_permeate";"before_backwash";"phosphate";0,07;0
"881";20200304;"UF_permeate";"after_backwash";"phosphate";0,12;0,01
"882";20200304;"UF_permeate";"before_backwash";"phosphate";0,1;0
"883";20200625;"UF_permeate";"after_backwash";"phosphate";0,17;0,02
"884";20200625;"UF_permeate";"before_backwash";"phosphate";0,09;0
"885";20200915;"UF_permeate";"after_backwash";"phosphate";0,35;0,03
"886";20200915;"UF_permeate";"before_backwash";"phosphate";0,36;0,02
"887";20201214;"UF_permeate";"after_backwash";"phosphate";0,13;0
"888";20201214;"UF_permeate";"before_backwash";"phosphate";0,09;0,01
"889";20210317;"UF_permeate";"after_backwash";"phosphate";0,06;0
"890";20210317;"UF_permeate";"before_backwash";"phosphate";0,05;0
"891";20210325;"UF_permeate";"before_backwash";"phosphate";0,05;0
"892";20210616;"UF_permeate";"after_backwash";"phosphate";0,67;0,01
"893";20210616;"UF_permeate";"before_backwash";"phosphate";2,8;0,16
"894";20210901;"UF_permeate";"after_backwash";"phosphate";0,05;0
"895";20210901;"UF_permeate";"before_backwash";"phosphate";0,06;0
"896";20210908;"UF_permeate";"after_backwash";"phosphate";0,07;0
"897";20210908;"UF_permeate";"before_backwash";"phosphate";0,12;0
"898";20190911;"BODAC_1_effluent";"after_backwash";"calcium";47,67;0,18
"899";20190911;"BODAC_1_effluent";"before_backwash";"calcium";43,33;1,17
"900";20191212;"BODAC_1_effluent";"after_backwash";"calcium";34,55;0,43
"901";20191212;"BODAC_1_effluent";"before_backwash";"calcium";33,98;0,46
"902";20200304;"BODAC_1_effluent";"after_backwash";"calcium";26,91;0,53
"903";20200304;"BODAC_1_effluent";"before_backwash";"calcium";28,82;0,48
"904";20200625;"BODAC_1_effluent";"after_backwash";"calcium";48,85;0,74
"905";20200625;"BODAC_1_effluent";"before_backwash";"calcium";47,22;1,33
"906";20200915;"BODAC_1_effluent";"after_backwash";"calcium";53,33;0,29
"907";20200915;"BODAC_1_effluent";"before_backwash";"calcium";53,67;0,58
"908";20201214;"BODAC_1_effluent";"after_backwash";"calcium";36,42;0,6
"909";20201214;"BODAC_1_effluent";"before_backwash";"calcium";42,42;0,18
"910";20210317;"BODAC_1_effluent";"after_backwash";"calcium";29,57;1,03
"911";20210317;"BODAC_1_effluent";"before_backwash";"calcium";29,5;1,63
"912";20210325;"BODAC_1_effluent";"before_backwash";"calcium";54,25;0,35
"913";20210616;"BODAC_1_effluent";"after_backwash";"calcium";28,68;0,32
"914";20210616;"BODAC_1_effluent";"before_backwash";"calcium";75,25;0,35
"915";20210901;"BODAC_1_effluent";"after_backwash";"calcium";50,45;0,07
"916";20210901;"BODAC_1_effluent";"before_backwash";"calcium";50,2;0
"917";20210908;"BODAC_1_effluent";"after_backwash";"calcium";57,85;0,07
"918";20210908;"BODAC_1_effluent";"before_backwash";"calcium";57,8;0
"919";20190911;"BODAC_2_effluent";"after_backwash";"calcium";47,12;0,11
"920";20190911;"BODAC_2_effluent";"before_backwash";"calcium";45,25;0,21
"921";20191212;"BODAC_2_effluent";"after_backwash";"calcium";34,73;0,71
"922";20191212;"BODAC_2_effluent";"before_backwash";"calcium";33,88;0,26
"923";20200304;"BODAC_2_effluent";"after_backwash";"calcium";27,98;0,45
"924";20200304;"BODAC_2_effluent";"before_backwash";"calcium";33,91;16,46
"925";20200625;"BODAC_2_effluent";"after_backwash";"calcium";45,43;0,59
"926";20200625;"BODAC_2_effluent";"before_backwash";"calcium";45,35;0,69
"927";20200915;"BODAC_2_effluent";"after_backwash";"calcium";56;0,5
"928";20200915;"BODAC_2_effluent";"before_backwash";"calcium";53,83;0,58
"929";20201214;"BODAC_2_effluent";"after_backwash";"calcium";35,9;0,21
"930";20201214;"BODAC_2_effluent";"before_backwash";"calcium";40,53;0,32
"931";20210317;"BODAC_2_effluent";"after_backwash";"calcium";26,98;1,24
"932";20210317;"BODAC_2_effluent";"before_backwash";"calcium";26,4;0,35
"933";20210325;"BODAC_2_effluent";"before_backwash";"calcium";53,5;0
"934";20210616;"BODAC_2_effluent";"after_backwash";"calcium";44,45;0,57
"935";20210616;"BODAC_2_effluent";"before_backwash";"calcium";74,25;1,06
"936";20210901;"BODAC_2_effluent";"after_backwash";"calcium";45;0,28
"937";20210901;"BODAC_2_effluent";"before_backwash";"calcium";46,3;0,14
"938";20210908;"BODAC_2_effluent";"after_backwash";"calcium";58,1;0,14
"939";20210908;"BODAC_2_effluent";"before_backwash";"calcium";56,55;0,07
"940";20190911;"UF_permeate";"after_backwash";"calcium";45,7;0,57
"941";20190911;"UF_permeate";"before_backwash";"calcium";45,58;0,18
"942";20191212;"UF_permeate";"after_backwash";"calcium";34,88;0,39
"943";20191212;"UF_permeate";"before_backwash";"calcium";35,05;0,05
"944";20200304;"UF_permeate";"after_backwash";"calcium";29,45;0,6
"945";20200304;"UF_permeate";"before_backwash";"calcium";29,91;0,32
"946";20200625;"UF_permeate";"after_backwash";"calcium";48,32;1,07
"947";20200625;"UF_permeate";"before_backwash";"calcium";51,5;0,87
"948";20200915;"UF_permeate";"after_backwash";"calcium";52,67;0,29
"949";20200915;"UF_permeate";"before_backwash";"calcium";55,17;0,76
"950";20201214;"UF_permeate";"after_backwash";"calcium";40,15;0,64
"951";20201214;"UF_permeate";"before_backwash";"calcium";45,45;0,28
"952";20210317;"UF_permeate";"after_backwash";"calcium";29,48;0,67
"953";20210317;"UF_permeate";"before_backwash";"calcium";28,92;2,37
"954";20210325;"UF_permeate";"before_backwash";"calcium";54,75;0,35
"955";20210616;"UF_permeate";"after_backwash";"calcium";41,78;0,25
"956";20210616;"UF_permeate";"before_backwash";"calcium";42,38;0,04
"957";20210901;"UF_permeate";"after_backwash";"calcium";51,45;0,49
"958";20210901;"UF_permeate";"before_backwash";"calcium";52,05;0,64
"959";20210908;"UF_permeate";"after_backwash";"calcium";58,75;0,07
"960";20210908;"UF_permeate";"before_backwash";"calcium";60,2;0,42
"961";20190911;"BODAC_1_effluent";"after_backwash";"potassium";19,38;0,04
"962";20190911;"BODAC_1_effluent";"before_backwash";"potassium";18,83;0,67
"963";20191212;"BODAC_1_effluent";"after_backwash";"potassium";14,3;0,3
"964";20191212;"BODAC_1_effluent";"before_backwash";"potassium";14,3;0,48
"965";20200304;"BODAC_1_effluent";"after_backwash";"potassium";15,22;0,46
"966";20200304;"BODAC_1_effluent";"before_backwash";"potassium";15,68;0,36
"967";20200625;"BODAC_1_effluent";"after_backwash";"potassium";29,23;0,34
"968";20200625;"BODAC_1_effluent";"before_backwash";"potassium";30,33;0,38
"969";20200915;"BODAC_1_effluent";"after_backwash";"potassium";31,67;0,13
"970";20200915;"BODAC_1_effluent";"before_backwash";"potassium";31,67;0,15
"971";20201214;"BODAC_1_effluent";"after_backwash";"potassium";20,05;0,28
"972";20201214;"BODAC_1_effluent";"before_backwash";"potassium";25,15;0,35
"973";20210317;"BODAC_1_effluent";"after_backwash";"potassium";14,9;0,07
"974";20210317;"BODAC_1_effluent";"before_backwash";"potassium";15,15;0,78
"975";20210325;"BODAC_1_effluent";"before_backwash";"potassium";29,75;0,07
"976";20210616;"BODAC_1_effluent";"after_backwash";"potassium";20,45;0
"977";20210616;"BODAC_1_effluent";"before_backwash";"potassium";31,9;0,07
"978";20210901;"BODAC_1_effluent";"after_backwash";"potassium";25,95;0,07
"979";20210901;"BODAC_1_effluent";"before_backwash";"potassium";26,2;0,14
"980";20210908;"BODAC_1_effluent";"after_backwash";"potassium";31,15;0,21
"981";20210908;"BODAC_1_effluent";"before_backwash";"potassium";31,35;0,07
"982";20190911;"BODAC_2_effluent";"after_backwash";"potassium";18,67;0,18
"983";20190911;"BODAC_2_effluent";"before_backwash";"potassium";18,8;0,28
"984";20191212;"BODAC_2_effluent";"after_backwash";"potassium";13,67;0,14
"985";20191212;"BODAC_2_effluent";"before_backwash";"potassium";14,02;0,25
"986";20200304;"BODAC_2_effluent";"after_backwash";"potassium";15,34;0,24
"987";20200304;"BODAC_2_effluent";"before_backwash";"potassium";15,25;0,28
"988";20200625;"BODAC_2_effluent";"after_backwash";"potassium";28,8;0,26
"989";20200625;"BODAC_2_effluent";"before_backwash";"potassium";29,23;0,42
"990";20200915;"BODAC_2_effluent";"after_backwash";"potassium";32,28;0,1
"991";20200915;"BODAC_2_effluent";"before_backwash";"potassium";32,08;0,16
"992";20201214;"BODAC_2_effluent";"after_backwash";"potassium";21,6;0
"993";20201214;"BODAC_2_effluent";"before_backwash";"potassium";25,2;0
"994";20210317;"BODAC_2_effluent";"after_backwash";"potassium";14,32;0,04
"995";20210317;"BODAC_2_effluent";"before_backwash";"potassium";14,12;0,04
"996";20210325;"BODAC_2_effluent";"before_backwash";"potassium";29,25;0
"997";20210616;"BODAC_2_effluent";"after_backwash";"potassium";24,85;0,07
"998";20210616;"BODAC_2_effluent";"before_backwash";"potassium";32,55;0,07
"999";20210901;"BODAC_2_effluent";"after_backwash";"potassium";25,7;0
"1000";20210901;"BODAC_2_effluent";"before_backwash";"potassium";25,45;0,07
"1001";20210908;"BODAC_2_effluent";"after_backwash";"potassium";31,5;0,14
"1002";20210908;"BODAC_2_effluent";"before_backwash";"potassium";31,05;0,07
"1003";20190911;"UF_permeate";"after_backwash";"potassium";19,92;0,04
"1004";20190911;"UF_permeate";"before_backwash";"potassium";20,7;0,07
"1005";20191212;"UF_permeate";"after_backwash";"potassium";15,18;0,24
"1006";20191212;"UF_permeate";"before_backwash";"potassium";15,48;0,4
"1007";20200304;"UF_permeate";"after_backwash";"potassium";15,82;0,25
"1008";20200304;"UF_permeate";"before_backwash";"potassium";15,83;0,14
"1009";20200625;"UF_permeate";"after_backwash";"potassium";29,32;0,2
"1010";20200625;"UF_permeate";"before_backwash";"potassium";30,98;0,46
"1011";20200915;"UF_permeate";"after_backwash";"potassium";31,85;0,09
"1012";20200915;"UF_permeate";"before_backwash";"potassium";33,3;0,38
"1013";20201214;"UF_permeate";"after_backwash";"potassium";20,38;0,04
"1014";20201214;"UF_permeate";"before_backwash";"potassium";26,02;0,32
"1015";20210317;"UF_permeate";"after_backwash";"potassium";15,88;0,04
"1016";20210317;"UF_permeate";"before_backwash";"potassium";15,12;0,11
"1017";20210325;"UF_permeate";"before_backwash";"potassium";31,28;0,18
"1018";20210616;"UF_permeate";"after_backwash";"potassium";17,15;0,07
"1019";20210616;"UF_permeate";"before_backwash";"potassium";19,02;0,04
"1020";20210901;"UF_permeate";"after_backwash";"potassium";27,05;0,07
"1021";20210901;"UF_permeate";"before_backwash";"potassium";27,1;0,14
"1022";20210908;"UF_permeate";"after_backwash";"potassium";31,45;0,21
"1023";20210908;"UF_permeate";"before_backwash";"potassium";32,4;0
"1024";20190911;"BODAC_1_effluent";"after_backwash";"magnesium";5,78;0,04
"1025";20190911;"BODAC_1_effluent";"before_backwash";"magnesium";5,25;0,21
"1026";20191212;"BODAC_1_effluent";"after_backwash";"magnesium";4,77;0,08
"1027";20191212;"BODAC_1_effluent";"before_backwash";"magnesium";4,72;0,08
"1028";20200304;"BODAC_1_effluent";"after_backwash";"magnesium";4,97;0,14
"1029";20200304;"BODAC_1_effluent";"before_backwash";"magnesium";5,24;0,13
"1030";20200625;"BODAC_1_effluent";"after_backwash";"magnesium";8,45;0,26
"1031";20200625;"BODAC_1_effluent";"before_backwash";"magnesium";8,45;0,2
"1032";20200915;"BODAC_1_effluent";"after_backwash";"magnesium";8,05;0,09
"1033";20200915;"BODAC_1_effluent";"before_backwash";"magnesium";8,22;0,19
"1034";20201214;"BODAC_1_effluent";"after_backwash";"magnesium";4,97;0,11
"1035";20201214;"BODAC_1_effluent";"before_backwash";"magnesium";5,67;0,04
"1036";20210317;"BODAC_1_effluent";"after_backwash";"magnesium";4,42;0,11
"1037";20210317;"BODAC_1_effluent";"before_backwash";"magnesium";4,38;0,18
"1038";20210325;"BODAC_1_effluent";"before_backwash";"magnesium";7,5;0
"1039";20210616;"BODAC_1_effluent";"after_backwash";"magnesium";4,9;0,07
"1040";20210616;"BODAC_1_effluent";"before_backwash";"magnesium";12,55;0,07
"1041";20210901;"BODAC_1_effluent";"after_backwash";"magnesium";8,35;0,07
"1042";20210901;"BODAC_1_effluent";"before_backwash";"magnesium";8,4;0
"1043";20210908;"BODAC_1_effluent";"after_backwash";"magnesium";10,05;0,07
"1044";20210908;"BODAC_1_effluent";"before_backwash";"magnesium";10,3;0
"1045";20190911;"BODAC_2_effluent";"after_backwash";"magnesium";5,88;0,04
"1046";20190911;"BODAC_2_effluent";"before_backwash";"magnesium";5,65;0,07
"1047";20191212;"BODAC_2_effluent";"after_backwash";"magnesium";4,87;0,08
"1048";20191212;"BODAC_2_effluent";"before_backwash";"magnesium";4,73;0,06
"1049";20200304;"BODAC_2_effluent";"after_backwash";"magnesium";4,73;0,09
